rowno,Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
183,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,28295
184,Volkswagen,Golf GTI,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,25385
185,Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2,,Compact,Convertible,22,15,1385,86965
186,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,26105
187,Honda,Accord,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,27,2202,30820
188,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,16110
189,Scion,tC,2016,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,20535
190,Dodge,Caliber,2011,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,32,24,1851,17380
191,Suzuki,SX4,2012,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481,16799
192,Pontiac,GTO,2005,premium unleaded (required),400.0,8.0,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,19,14,210,32295
193,Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,28395
194,Mercedes-Benz,300-Class,1992,regular unleaded,228.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,17,14,617,2377
195,Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,18,15,617,2282
196,Ford,F-150,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,23,17,5657,62310
197,GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,549,34720
198,Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,24,19,2031,35720
199,BMW,Z3,2001,premium unleaded (required),225.0,6.0,MANUAL,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,26,19,3916,37900
200,Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2,,Midsize,Coupe,17,11,259,284576
201,Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,873,44280
202,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,35,29,586,24990
203,Infiniti,G35,2006,regular unleaded,298.0,6.0,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,31200
204,Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,33,24,1385,14410
205,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,23,2031,29985
206,Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,27,20,1385,28515
207,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2,,Compact,Convertible,31,23,873,32670
208,Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,31095
209,Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,24,17,2202,41620
210,Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2,,Compact,Coupe,29,17,1385,70145
211,Volkswagen,Jetta,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
212,Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2,,Compact,Convertible,22,15,1385,86270
213,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,30,21,258,44100
214,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,40050
215,Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,23,18,2031,32765
216,Dodge,Ram Pickup 1500,2008,regular unleaded,310.0,8.0,MANUAL,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,16,12,1851,34275
217,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,30,1385,13580
218,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,33590
219,Tesla,Model S,2016,electric,170.0,0.0,DIRECT_DRIVE,all wheel drive,4,"Exotic,Performance",Large,Sedan,105,102,1391,79500
220,Lexus,IS 250,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454,35065
221,Hyundai,Accent,2016,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr Hatchback,37,26,1439,16195
222,Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,20,15,1385,2517
223,Mercedes-Benz,300-Class,1991,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2,,Compact,Convertible,21,14,617,3552
224,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2,,Compact,2dr Hatchback,33,25,873,26195
225,Mitsubishi,Raider,2007,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,20,15,436,26750
226,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,31200
227,Chevrolet,Uplander,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,27405
228,Bentley,Azure T,2010,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,2,,Large,Convertible,15,9,520,363000
229,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,23,18,2031,30530
230,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,30995
231,Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,19,873,18185
232,Scion,xB,2013,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,28,22,105,17920
233,Mitsubishi,Precis,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,25,436,2000
234,Chevrolet,Malibu Maxx,2007,regular unleaded,217.0,6.0,AUTOMATIC,front wheel drive,4,Hatchback,Midsize,4dr Hatchback,28,18,1385,20575
235,Honda,Civic del Sol,1995,regular unleaded,125.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,32,25,2202,2000
236,Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,56555
237,Honda,Accord,2017,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,32,21,2202,34375
238,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17,1385,37340
239,Dodge,Durango,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4,,Large,4dr SUV,25,18,1851,43895
240,BMW,5 Series Gran Turismo,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,15,3916,72500
241,Infiniti,FX,2011,premium unleaded (required),303.0,6.0,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,42600
242,Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,22,16,1385,45420
243,Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,1385,35545
244,Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2,,Compact,Coupe,29,17,1385,57000
245,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,17,12,5657,3104
246,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,21,15,5657,59940
247,Toyota,Celica,2005,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,30,21,2031,22335
248,Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,24,19,2031,31740
249,Hyundai,Accent,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,38,27,1439,14745
250,Toyota,Prius,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,24200
251,Honda,Accord,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,35,26,2202,25725
252,HUMMER,H3T,2009,regular unleaded,239.0,5.0,MANUAL,four wheel drive,4,"Crossover,Luxury",Compact,Crew Cab Pickup,18,14,130,30750
253,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,25,18,2202,36300
254,Dodge,Ram Cargo,2002,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3,,Compact,Cargo Van,15,13,1851,19275
255,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,29795
256,Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1720,17905
257,Kia,Optima,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,23,1720,21500
258,Buick,Riviera,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,2,,Large,Coupe,26,17,155,2000
259,BMW,M6 Gran Coupe,2016,premium unleaded (required),552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,20,14,3916,117200
260,Mitsubishi,3000GT,1997,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,22,17,436,3295
261,Chevrolet,S-10 Blazer,1992,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,22,16,1385,2000
262,Chevrolet,Astro,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3,,Large,Passenger Minivan,19,14,1385,23690
263,Volvo,960,1995,regular unleaded,181.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,23,15,870,2000
264,Toyota,Land Cruiser,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,84325
265,Chevrolet,S-10 Blazer,1993,regular unleaded,165.0,6.0,MANUAL,four wheel drive,2,,Compact,2dr SUV,20,15,1385,2000
266,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,1439,21950
267,Nissan,Versa Note,2017,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,18710
268,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,18,1720,28700
269,Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2,,Midsize,Coupe,22,15,617,56800
270,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,24170
271,Toyota,ECHO,2004,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,38,30,2031,10355
272,Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,18,13,1385,31970
273,Audi,A3,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,,Compact,Sedan,43,31,3105,32600
274,Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,36980
275,Pontiac,Aztek,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,24,17,210,21530
276,Dodge,Ram Pickup 1500,2010,regular unleaded,215.0,6.0,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,20,14,1851,20910
277,Nissan,Frontier,2016,regular unleaded,152.0,4.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,23,17,2009,20960
278,Ford,Shelby GT350,2016,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Coupe,21,15,5657,61295
279,Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,4dr SUV,33,26,2202,30895
280,Mazda,626,2001,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,29,23,586,18735
281,Suzuki,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,27,19,481,16949
282,Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,41,29,586,17845
283,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2,,Large,Regular Cab Pickup,17,13,5657,3251
284,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,4dr SUV,20,17,1385,19865
285,Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,30,21,258,45675
286,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2,,Compact,Coupe,26,18,2009,29990
287,Volvo,S70,2000,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2305
288,Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36,1720,25990
289,Maybach,57,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,16,10,67,412000
290,Subaru,Baja,2006,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,Crew Cab Pickup,25,19,640,23295
291,Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4,,Compact,4dr SUV,23,19,481,2000
292,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2,,Midsize,Coupe,27,18,1624,45850
293,Hyundai,Accent,2015,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,38,27,1439,14745
294,Subaru,Impreza WRX,2014,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,37845
295,Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29895
296,Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,23,17,190,2000
297,Porsche,911,2016,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,all wheel drive,2,,Compact,Convertible,24,17,1715,194600
298,Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,20,204,50950
299,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,25240
300,Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3,,Compact,Passenger Minivan,21,17,1385,2000
301,GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,549,50440
302,Infiniti,G37,2009,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,26,18,190,35900
303,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,1851,29985
304,Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,29995
305,Ford,Aerostar,1996,regular unleaded,140.0,6.0,AUTOMATIC,rear wheel drive,3,,Large,Passenger Minivan,21,15,5657,2000
306,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,26640
307,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549,35915
308,Ford,E-150,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3,,Midsize,Passenger Van,17,12,5657,2301
309,Lexus,RX 300,2003,regular unleaded,220.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,454,36925
310,Volkswagen,Phaeton,2005,premium unleaded (recommended),335.0,8.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,21,14,873,66950
311,Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,38,31,2202,20295
312,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2,,Compact,Convertible,31,23,873,31570
313,Mitsubishi,Raider,2007,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,20,15,436,23020
314,Volkswagen,Touareg,2015,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,23,17,873,58700
315,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,30,21,5657,25645
316,Bugatti,Veyron 16.4,2009,premium unleaded (required),1001.0,16.0,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,8,820,1705769
317,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4,,Compact,Extended Cab Pickup,20,16,1851,20470
318,Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,1385,22340
319,Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,20,454,43020
320,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,25,19,1385,14770
321,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Passenger Minivan,23,16,210,24520
322,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009,40780
323,Oldsmobile,Custom Cruiser,1991,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Wagon,23,15,26,2000
324,Audi,90,1995,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4,,Compact,Sedan,24,17,3105,2000
325,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,32995
326,Ferrari,458 Italia,2013,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,,Compact,Convertible,17,13,2774,257412
327,Nissan,Stanza,1990,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,26,19,2009,2000
328,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2,,Compact,Convertible,25,17,617,54200
329,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586,27505
330,Chevrolet,Uplander,2008,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,23,16,1385,21540
331,Porsche,Panamera,2015,premium unleaded (required),440.0,8.0,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,1715,113400
332,Nissan,Titan,2017,regular unleaded,390.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Crew Cab Pickup,21,15,2009,34780
333,Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,21,204,20200
334,Suzuki,Equator,2010,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,20,15,481,23245
335,GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,24,17,549,37250
336,GMC,Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,15,549,2756
337,Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,26,21,5657,16395
338,Infiniti,FX35,2010,premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,44300
339,Plymouth,Prowler,2000,regular unleaded,253.0,6.0,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,21,15,535,20901
340,Dodge,Stratus,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,25,19,1851,21450
341,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,19,13,258,101995
342,BMW,ActiveHybrid X6,2011,premium unleaded (required),480.0,8.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,19,17,3916,88900
343,Maserati,GranTurismo,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,143400
344,Lamborghini,Gallardo,2014,premium unleaded (required),560.0,10.0,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,14,1158,202000
345,Mitsubishi,Montero,2005,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,17,13,436,35799
346,Oldsmobile,Toronado,1991,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2,,Large,Coupe,24,16,26,2000
347,Volkswagen,Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,26685
348,Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,28,586,15370
349,Chevrolet,Beretta,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,27,18,1385,2000
350,Infiniti,M56,2011,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,190,58450
351,Toyota,Tacoma,2016,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,23,19,2031,26635
352,Toyota,Tercel,1997,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,35,28,2031,2041
